cas_number,alias_name,normalized_alias,source_type,source_ref
10325-94-7,ビス硝酸カドミウム,ビス硝酸カドミウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10325-94-7,二硝酸カドミウム,二硝酸カドミウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10325-94-7,硝酸カドミウム,硝酸カドミウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10380-28-6,Bis(8-quinolinolato)copper; Oxine-copper,biscopper;oxinecopper,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
10380-28-6,オキシン銅,オキシン銅,law_entry_raw_name,412CO0000000138:別表第一
10380-28-6,オキシン銅,オキシン銅,law_mapping_exact_name,412CO0000000138:別表第一
10380-28-6,ビス（八―キノリノラト）銅,ビス銅,law_entry_raw_name,412CO0000000138:別表第一
10380-28-6,ビス（八―キノリノラト）銅,ビス銅,law_mapping_exact_name,412CO0000000138:別表第一
10380-28-6,ビス（8-キノリノラト）銅 (別名：オキシン銅),ビス銅,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
10380-28-6,有機銅,有機銅,law_entry_raw_name,412CO0000000138:別表第一
10380-28-6,有機銅,有機銅,law_mapping_exact_name,412CO0000000138:別表第一
10415-75-5,Mercurous nitrate,mercurousnitrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
10415-75-5,Mercurous nitrate,mercurousnitrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10415-75-5,Mercury(I) nitrate,mercurynitrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
10415-75-5,Mercury(I) nitrate,mercurynitrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10415-75-5,水銀及びその無機化合物（硫化水銀を除く。）,水銀及びその無機化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
10415-75-5,水銀及びその無機化合物（硫化水銀を除く。）,水銀及びその無機化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10415-75-5,硝酸水銀(I),硝酸水銀,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10461-98-0,2-cyclohexylidene-2-phenylacetonitrile,2cyclohexylidene2phenylacetonitrile,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
10461-98-0,シクロヘキシリデン（フェニル）アセトニトリル,シクロヘキシリデンアセトニトリル,law_entry_raw_name,412CO0000000138:別表第一
10461-98-0,シクロヘキシリデン（フェニル）アセトニトリル,シクロヘキシリデンアセトニトリル,law_mapping_exact_name,412CO0000000138:別表第一
10461-98-0,シクロヘキシリデン（フェニル）アセトニトリル,シクロヘキシリデンアセトニトリル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
105-36-2,ブロモ酢酸エチル,ブロモ酢酸エチル,law_entry_raw_name,340CO0000000002:Article 1
105-36-2,ブロモ酢酸エチル,ブロモ酢酸エチル,law_mapping_exact_name,340CO0000000002:Article 1
105-39-5,クロロ酢酸エチル,クロロ酢酸エチル,law_entry_raw_name,340CO0000000002:Article 2
105-39-5,クロロ酢酸エチル,クロロ酢酸エチル,law_mapping_exact_name,340CO0000000002:Article 2
105-59-9,メチルジエタノールアミン,メチルジエタノルアミン,law_entry_raw_name,407CO0000000192:別表:三:precursor
105-59-9,メチルジエタノールアミン,メチルジエタノルアミン,law_mapping_exact_name,407CO0000000192:別表:三:precursor
105-87-3,Geranyl acetate,geranylacetate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
105-87-3,（二Ｅ）―三・七―ジメチルオクタ―二・六―ジエニル＝アセタート,三・七ジメチルオクタ二・六ジエニル=アセタト,law_entry_raw_name,412CO0000000138:別表第一
105-87-3,酢酸ゲラニル,酢酸ゲラニル,law_entry_raw_name,412CO0000000138:別表第一
105-87-3,酢酸ゲラニル,酢酸ゲラニル,law_mapping_alias,412CO0000000138:別表第一
105-87-3,酢酸ゲラニル,酢酸ゲラニル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
10534-89-1,Hexaamminecobalt(III) chloride,hexaamminecobaltchloride,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
10534-89-1,Hexaamminecobalt(III) chloride,hexaamminecobaltchloride,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10534-89-1,コバルト及びその無機化合物,コバルト及びその無機化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
10534-89-1,コバルト及びその無機化合物,コバルト及びその無機化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10534-89-1,塩化ヘキサアンミンコバルト(III),塩化ヘキサアンミンコバルト,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10545-99-0,二塩化硫黄,二塩化硫黄,law_entry_raw_name,407CO0000000192:別表:三:precursor
10545-99-0,二塩化硫黄,二塩化硫黄,law_mapping_exact_name,407CO0000000192:別表:三:precursor
105779-78-0,ピリミジフエン,ピリミジフエン,law_entry_raw_name,340CO0000000002:Article 2
105779-78-0,ピリミジフエン,ピリミジフエン,law_mapping_alias,340CO0000000002:Article 2
105779-78-0,五―クロロ―Ｎ―［二―［四―（二―エトキシエチル）―二・三―ジメチルフエノキシ］エチル］―六―エチルピリミジン―四―アミン,五クロロn[二[四二・三ジメチルフエノキシ]エチル]六エチルピリミジン四アミン,law_entry_raw_name,340CO0000000002:Article 2
105827-78-9,1-(6-Chloro-3-pyridylmethyl)-N-nitroimidazolidin-2-ylidenamine; Imidacloprid,1nnitroimidazolidin2ylidenamine;imidacloprid,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
105827-78-9,1-（6-クロロ-3-ピリジルメチル）-N-ニトロイミダゾリジン-2-イリデンアミン,1nニトロイミダゾリジン2イリデンアミン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
105827-78-9,：イミダクロプリド,:イミダクロプリド,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
105827-78-9,イミダクロプリド,イミダクロプリド,law_entry_raw_name,340CO0000000002:Article 2
105827-78-9,イミダクロプリド,イミダクロプリド,law_entry_raw_name,412CO0000000138:別表第一
105827-78-9,イミダクロプリド,イミダクロプリド,law_mapping_alias,340CO0000000002:Article 2
105827-78-9,イミダクロプリド,イミダクロプリド,law_mapping_alias,412CO0000000138:別表第一
105827-78-9,一―（六―クロロ―三―ピリジルメチル）―Ｎ―ニトロイミダゾリジン―二―イリデンアミン,一nニトロイミダゾリジン二イリデンアミン,law_entry_raw_name,340CO0000000002:Article 2
105827-78-9,一―（六―クロロ―三―ピリジルメチル）―Ｎ―ニトロイミダゾリジン―二―イリデンアミン,一nニトロイミダゾリジン二イリデンアミン,law_entry_raw_name,412CO0000000138:別表第一
10588-01-9,Sodium bichromate,sodiumbichromate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
10588-01-9,Sodium bichromate,sodiumbichromate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10588-01-9,Sodium dichromate,sodiumdichromate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
10588-01-9,Sodium dichromate,sodiumdichromate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10588-01-9,二クロム酸ナトリウム,二クロム酸ナトリウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10588-01-9,重クロム酸ナトリウム,重クロム酸ナトリウム,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
10588-01-9,重クロム酸及びその塩,重クロム酸及びその塩,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
10588-01-9,重クロム酸及びその塩,重クロム酸及びその塩,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
106-24-1,Geraniol,geraniol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
106-24-1,ゲラニオール,ゲラニオル,law_entry_raw_name,412CO0000000138:別表第二
106-24-1,ゲラニオール,ゲラニオル,law_mapping_alias,412CO0000000138:別表第二
106-24-1,ゲラニオール,ゲラニオル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106-24-1,（Ｅ）―三・七―ジメチルオクタ―二・六―ジエン―一―オール,三・七ジメチルオクタ二・六ジエン一オル,law_entry_raw_name,412CO0000000138:別表第二
106-42-3,p-Xylene,pxylene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
106-42-3,p-Xylene,pxylene,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
106-42-3,p-キシレン,pキシレン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
106-42-3,キシレン,キシレン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106-42-3,キシレン,キシレン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
106-43-4,4-chlorotoluene,4chlorotoluene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
106-43-4,4-クロロトルエン,4クロロトルエン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106-43-4,パラ―クロロトルエン,パラクロロトルエン,law_entry_raw_name,412CO0000000138:別表第二
106-43-4,パラ―クロロトルエン,パラクロロトルエン,law_mapping_exact_name,412CO0000000138:別表第二
106-44-5,p-Cresol,pcresol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
106-44-5,p-Cresol,pcresol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
106-44-5,p-クレゾール,pクレゾル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
106-44-5,クレゾール,クレゾル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106-44-5,クレゾール,クレゾル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
106-89-8,２－（クロロメチル）オキシラン,2オキシラン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106-89-8,：エピクロロヒドリン,:エピクロロヒドリン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106-89-8,Epichlorohydrin,epichlorohydrin,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
106-89-8,エピクロロヒドリン,エピクロロヒドリン,law_entry_raw_name,412CO0000000138:別表第一
106-89-8,エピクロロヒドリン,エピクロロヒドリン,law_mapping_exact_name,412CO0000000138:別表第一
106-93-4,"1,2-Dibromoethane (EDB)","1,2dibromoethane",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
106-93-4,"1,2-ジブロモエタン【EDB】","1,2ジブロモエタン【edb】",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106-93-4,ＥＤＢ,edb,law_entry_raw_name,340CO0000000002:Article 2
106-93-4,ＥＤＢ,edb,law_entry_raw_name,412CO0000000138:別表第一
106-93-4,ＥＤＢ,edb,law_mapping_alias,340CO0000000002:Article 2
106-93-4,ＥＤＢ,edb,law_mapping_alias,412CO0000000138:別表第一
106-93-4,一・二―ジブロムエタン,一・二ジブロムエタン,law_entry_raw_name,340CO0000000002:Article 2
106-93-4,一・二―ジブロモエタン,一・二ジブロモエタン,law_entry_raw_name,412CO0000000138:別表第一
106-93-4,二臭化エチレン,二臭化エチレン,law_entry_raw_name,412CO0000000138:別表第一
10605-21-7,Methyl benzimidazol-2-ylcarbamate; Carbendazim,methylbenzimidazol2ylcarbamate;carbendazim,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
10605-21-7,カルベンダジム,カルベンダジム,law_entry_raw_name,412CO0000000138:別表第一
10605-21-7,カルベンダジム,カルベンダジム,law_mapping_alias,412CO0000000138:別表第一
10605-21-7,カルベンダジム,カルベンダジム,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
10605-21-7,メチル＝ベンゾイミダゾール-2-イルカルバメート,メチル=ベンゾイミダゾル2イルカルバメト,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
10605-21-7,メチル＝ベンゾイミダゾール―二―イルカルバマート,メチル=ベンゾイミダゾル二イルカルバマト,law_entry_raw_name,412CO0000000138:別表第一
106917-52-6,"2',4-Dichloro-alpha,alpha,alpha-trifluoro-4'-nitro-m-toluenesulfonanilide; Flusulfamide","2',4dichloroalpha,alpha,alphatrifluoro4'nitromtoluenesulfonanilide;flusulfamide",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
106917-52-6,"2',4-ジクロロ-α,α,α-トリフルオロ-4'-ニトロ-m-トルエンスルホンアニリド","2',4ジクロロα,α,αトリフルオロ4'ニトロmトルエンスルホンアニリド",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106917-52-6,：フルスルファミド,:フルスルファミド,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
106917-52-6,フルスルファミド,フルスルファミド,law_entry_raw_name,412CO0000000138:別表第一
106917-52-6,フルスルファミド,フルスルファミド,law_mapping_alias,412CO0000000138:別表第一
106917-52-6,フルスルフアミド,フルスルフアミド,law_entry_raw_name,340CO0000000002:Article 2
106917-52-6,フルスルフアミド,フルスルフアミド,law_mapping_alias,340CO0000000002:Article 2
106917-52-6,二′・四―ジクロロ―α・α・α―トリフルオロ―四′―ニトロメタトルエンスルホンアニリド,二′・四ジクロロα・α・αトリフルオロ四′ニトロメタトルエンスルホンアニリド,law_entry_raw_name,340CO0000000002:Article 2
106917-52-6,二′・四―ジクロロ―アルファ・アルファ・アルファ―トリフルオロ―四′―ニトロ―メタ―トルエンスルホンアニリド,二′・四ジクロロアルファ・アルファ・アルファトリフルオロ四′ニトロメタトルエンスルホンアニリド,law_entry_raw_name,412CO0000000138:別表第一
107-02-8,Acrylaldehyde,acrylaldehyde,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107-02-8,アクロレイン,アクロレイン,law_entry_raw_name,412CO0000000138:別表第一
107-02-8,アクロレイン,アクロレイン,law_mapping_exact_name,412CO0000000138:別表第一
107-02-8,アクロレイン,アクロレイン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
107-05-1,Allyl chloride,allylchloride,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107-05-1,三―クロロプロペン,三クロロプロペン,law_entry_raw_name,412CO0000000138:別表第一
107-05-1,塩化アリル,塩化アリル,law_entry_raw_name,412CO0000000138:別表第一
107-05-1,塩化アリル,塩化アリル,law_mapping_alias,412CO0000000138:別表第一
107-05-1,塩化アリル,塩化アリル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
107-06-2,"1,2-Dichloroethane","1,2dichloroethane",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107-06-2,"1,2-Dichloroethane","1,2dichloroethane",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-06-2,"1,2-ジクロロエタン","1,2ジクロロエタン",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
107-06-2,"1,2-ジクロロエタン","1,2ジクロロエタン",ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-06-2,"1,2-ジクロロエタン","1,2ジクロロエタン",ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-06-2,一・二―ジクロロエタン,一・二ジクロロエタン,law_entry_raw_name,346CO0000000300:別表第三の二
107-06-2,一・二―ジクロロエタン,一・二ジクロロエタン,law_mapping_static_law_mapping,346CO0000000300:別表第三の二
107-06-2,二塩化エチレン,二塩化エチレン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-13-1,Acrylonitrile,acrylonitrile,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107-13-1,Acrylonitrile,acrylonitrile,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-13-1,アクリロニトリル,アクリロニトリル,law_entry_raw_name,412CO0000000138:別表第一
